Region,Country,City,Month,AvgTemperature,Air_Quality_Index,air_quality_label,Healthcare_Index,healthcare_label,Decibel_Level,decibel_label,Happiness_Score,Cost_of_Living_Index,hotel_price_avg,budget_food_avg,budget_transport_avg,meal_inexpensive_res,Res_3course1P,combo_meal_mcdo,coordonates,coordonates_country
Asia,China,Shanghai,3,10.89,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,4,16.1,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,5,20.82,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,6,24.26,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,7,29.28,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,8,28.65,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,9,24.75,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,10,19.89,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,11,13.33,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,China,Shanghai,12,6.77,170.0,Bad,75.0,Moderate,75.0,Noisy,5.0,80.0,35,36.648,9.74,5.69,19.93,5.69,"[31.2222, 121.4581]","[35.86166, 104.195397]"
Asia,Hong Kong,Hong Kong,1,16.48,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,2,17.54,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,3,20.27,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,4,23.67,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,5,26.59,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,6,28.66,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,7,29.8,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,8,29.32,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,9,28.55,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,10,26.61,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,11,22.3,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Hong Kong,Hong Kong,12,17.63,100.0,Moderate,90.0,Good,75.0,Noisy,6.0,130.0,154,56.772000000000006,27.48,7.7,32.09,5.52,"[22.2855, 114.1577]","[22.396428, 114.109497]"
Asia,Indonesia,Jakarta,1,0.69,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,2,-1.04,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,3,-1.21,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,4,4.22,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,5,4.03,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,6,3.67,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,7,1.77,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,8,2.28,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,9,3.75,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,10,5.96,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,11,3.9,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Indonesia,Jakarta,12,-1.29,200.0,Bad,48.0,Bad,82.0,Very Noisy,4.0,38.0,25,21.786,6.26,2.59,11.34,3.57,"[-6.2146, 106.8451]","[-0.789275, 113.921327]"
Asia,Japan,Tokyo,1,6.15,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,2,6.76,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,3,9.83,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,4,14.33,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,5,18.45,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,6,21.52,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,7,25.88,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,8,27.04,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,9,23.68,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,10,18.93,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,11,13.3,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Japan,Tokyo,12,8.37,70.0,Moderate,90.0,Good,65.0,Noisy,6.0,120.0,102,41.376,65.58,7.45,22.34,5.21,"[35.6895, 139.6917]","[36.204824, 138.252924]"
Asia,Malaysia,Kuala Lumpur,1,26.82,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,2,27.67,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,3,27.86,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,4,28.04,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,5,28.01,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,6,27.59,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,7,28.14,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,8,25.08,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,9,23.67,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,10,23.85,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,11,22.85,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Malaysia,Kuala Lumpur,12,23.24,160.0,Bad,60.0,Bad,75.0,Noisy,5.0,55.0,25,24.498,24.16,3.42,11.4,4.1,"[3.1431, 101.6865]","[4.210484, 101.975766]"
Asia,Pakistan,Islamabad,1,7.96,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,2,9.51,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,3,11.95,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,4,19.29,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,5,25.0,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,6,26.82,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,7,25.8,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,8,24.77,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,9,25.95,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,10,21.86,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,11,14.61,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Islamabad,12,9.42,205.0,Very Bad,55.0,Bad,80.0,Noisy,4.0,40.0,66,18.114,4.0,1.34,7.82,3.58,"[33.7104, 73.1338]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,1,16.59,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,2,18.02,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,3,24.35,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,4,28.89,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,5,30.24,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,6,30.86,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,7,30.34,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,8,28.76,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,9,29.0,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,10,28.37,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,11,22.3,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Pakistan,Karachi,12,18.64,190.0,Bad,45.0,Bad,85.0,Very Noisy,3.0,40.0,70,13.986,3.64,2.24,5.59,3.8,"[24.9056, 67.0822]","[30.375321, 69.345116]"
Asia,Philippines,Manila,1,25.94,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,2,26.5,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,3,27.94,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,4,29.35,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,5,29.0,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,6,28.33,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
Asia,Philippines,Manila,7,27.92,150.0,Not Good,55.0,Bad,80.0,Noisy,4.0,45.0,35,24.852000000000004,5.88,3.59,14.36,3.59,"[14.6042, 120.9822]","[12.879721, 121.774017]"
